player_uid,player_name,season,pitch_type,usage_pct,avg_velo,avg_ivb,avg_hb,extension,rel_height,rel_side,zone_pct,whiff_pct,csw_pct,hard_hit_allowed_pct
p_811748,"Crowl, Preston",2026,Cutter,21.818181818181817,84.32670895833333,3.7246689583333334,-3.845026875,6.1951825,5.795877916666667,2.8931304166666667,50,35,33.333333333333336,11.11111111111111
p_811748,"Crowl, Preston",2026,Fastball,21.818181818181817,93.32882252631579,18.73726557894737,4.891382315789474,6.624786,5.851129894736842,2.672569684210526,47.36842105263158,26.666666666666668,27.36842105263158,27.272727272727273
p_811748,"Crowl, Preston",2026,Splitter,21.818181818181817,83.73675628571429,6.627332285714286,8.531023428571428,6.176583142857143,5.916571142857143,2.5512457142857143,37.142857142857146,56.25,37.142857142857146,50
p_811748,"Crowl, Preston",2026,Sweeper,21.818181818181817,80.00256404761905,-0.6412933333333332,-13.544634285714286,5.873762857142857,5.508951904761905,3.204302857142857,30.952380952380953,37.5,33.333333333333336,0
p_811962,"Mazza, Joe",2026,Sinker,38.23529411764706,91.22660615384615,7.246133846153846,-11.529551538461538,5.941181538461539,5.2848669230769225,-2.7523461538461538,61.53846153846154,16.666666666666668,38.46153846153846,40
p_811962,"Mazza, Joe",2026,Slider,38.23529411764706,84.44035428571428,-2.202447619047619,3.2882690476190475,5.865072857142857,5.101039523809524,-2.9604919047619047,47.61904761904762,42.857142857142854,47.61904761904762,0
p_813069,"Lofgren, Brixton",2026,ChangeUp,33.333333333333336,81.64907166666667,6.643251666666667,14.62937,5.3561966666666665,5.97418,0.7181883333333333,33.333333333333336,0,0,0
p_813069,"Lofgren, Brixton",2026,Sinker,33.333333333333336,88.47969666666667,15.312546666666666,12.768076666666667,5.554936666666666,6.115225,0.3336616666666667,83.33333333333333,0,16.666666666666668,0
p_813069,"Lofgren, Brixton",2026,Slider,33.333333333333336,82.346505,-2.57475,-8.062308333333332,4.636181666666667,5.9840816666666665,0.7168966666666666,66.66666666666667,0,33.333333333333336,0
p_814530,"Renfrow, Brett",2026,ChangeUp,8.387096774193548,86.38146153846154,6.966157692307692,16.535157692307692,6.141143846153846,5.979076153846154,1.2735553846153846,53.84615384615385,42.857142857142854,38.46153846153846,100
p_814530,"Renfrow, Brett",2026,Curveball,8.387096774193548,81.96448173913043,-11.802164782608696,-11.165914782608695,5.797318260869565,6.249195652173913,1.018417391304348,26.08695652173913,44.44444444444444,26.08695652173913,0
p_814530,"Renfrow, Brett",2026,Cutter,8.387096774193548,86.97451981818182,1.8400069090909088,-6.352743636363637,5.943932363636364,6.256759090909091,1.0124143636363636,52.72727272727273,51.851851851851855,52.72727272727273,28.571428571428573
p_814530,"Renfrow, Brett",2026,Fastball,8.387096774193548,95.3497021875,18.9666278125,6.747993125,6.6823103125,6.20495328125,0.96102765625,62.5,25.714285714285715,40.625,50
p_815353,"Booth, Braden",2026,Fastball,75,91.33538,17.699145,9.482165,6.396388333333333,5.30615,2.10066,50,0,16.666666666666668,100
p_815353,"Booth, Braden",2026,Slider,75,85.27781,3.18103,-3.96193,5.8428,5.30441,2.28985,100,0,0,100
p_815353,"Booth, Braden",2026,Splitter,75,82.43818,0.23457,15.32162,5.9512,5.30249,2.13949,100,0,0,0
p_815480,"Krenzel, Brayden",2026,ChangeUp,15.384615384615385,84.27357666666667,4.326348333333334,15.869076666666666,5.899565,5.178135,1.9651133333333333,33.333333333333336,50,16.666666666666668,NA
p_815480,"Krenzel, Brayden",2026,Fastball,15.384615384615385,95.628984,11.893346,15.250609,6.0630049999999995,5.163697,1.953389,50,25,20,100
p_815480,"Krenzel, Brayden",2026,Sinker,15.384615384615385,94.22561125,4.9325125,18.64600125,6.05845125,5.2014587500000005,1.93184375,62.5,33.333333333333336,50,100
p_815480,"Krenzel, Brayden",2026,Slider,15.384615384615385,81.847338,-8.499200666666667,-10.834373333333334,5.554365333333333,5.194667333333333,1.8663233333333333,46.666666666666664,66.66666666666667,53.333333333333336,0
p_815561,"Valincius, Tomas",2026,ChangeUp,9.876543209876543,87.44721,5.92578,-15.920081249999999,5.9893225,5.31638875,-2.336525,50,33.333333333333336,37.5,0
p_815561,"Valincius, Tomas",2026,Curveball,9.876543209876543,83.49202,-7.590837272727272,14.22344,5.450812727272727,5.673722727272727,-2.0984254545454544,45.45454545454545,50,36.36363636363637,50
