player_uid,player_name,season,exit_speed,angle,direction
h_806021,"Antigua, Ariel",2026,86.98758000000001,27.883358,4.934089
h_831482,"Ball, Ethan",2026,97.53611000000001,37.269171,-7.299641
h_814822,"Ford, Henry",2026,98.03749,17.183042,-4.419388
h_815155,"Clark, Levi",2026,96.26821,-3.221437,-20.888668
h_702256,"Chapman, Reese",2026,42.86668,-48.733328,-91.215518
h_695674,"Hughes, Treyson",2026,97.20752,15.052223,1.185097
h_838743,"Petrich, Owen",2026,85.28782,-33.547863,-13.852662
h_1000125439,"Bottone, Evan",2026,92.67686,-10.683207,8.198276
h_1000222330,"Kamerer, Tyler",2026,79.11781,58.036261,-27.357089
h_822961,"Halter, Jackson",2026,55.754740000000005,-75.209814,-24.604733
h_1000301840,"Havrilla, Aj",2026,82.00899,70.565719,17.03132
h_838742,"Grube, Sam",2026,96.85046,9.047271,-22.369888
h_838741,"Daniel, Pete",2026,83.08036,21.790905,3.603385
h_831482,"Ball, Ethan",2026,90.99388,26.969564,-17.002294
h_1000301843,"Murdoch, Ethan",2026,9.34103,-25.02431,147.29423
h_811781,"Gates, Sam",2026,30.255660000000002,-37.653474,-48.056859
